Регион;Код;Пол;Местность;2017;2018;2019;2020;2021;2022;2023
Новгородская область;490;Женщины;Городская местность;8644.0;7741.0;7576.0;7238.0;7178.0;6671.0;6057.0
Псковская область;580;Женщины;Городская местность;8684.0;8645.0;8703.0;7452.0;7177.0;6524.0;6555.0
Город Санкт-Петербург город федерального значения;400;Женщины;Городская местность;97277.0;103157.0;95670.0;87777.0;89186.0;84759.0;81492.0
Южный федеральный округ (с 29.07.2016);40;Женщины;Городская местность;127865.0;131637.0;126874.0;114796.0;118367.0;119394.0;118478.0
Республика Адыгея (Адыгея);790;Женщины;Городская местность;3952.0;3633.0;3685.0;3386.0;3397.0;3522.0;3577.0
Республика Калмыкия;850;Женщины;Городская местность;3728.0;3733.0;3493.0;2890.0;3043.0;3296.0;2833.0
Республика Крым;350;Женщины;Городская местность;8190.0;8822.0;9272.0;10228.0;10155.0;10738.0;10395.0
Краснодарский край;300;Женщины;Городская местность;44526.0;45391.0;44740.0;39225.0;41530.0;40790.0;41581.0
Краснодар;340;Женщины;Городская местность;13115.0;13678.0;13678.0;13678.0;13678.0;13678.0;13678.0
Армавир;340;Женщины;Городская местность;1877.0;1804.0;1804.0;1804.0;1804.0;1804.0;1804.0
Новороссийск;342;Женщины;Городская местность;2628.0;2662.0;2662.0;2662.0;2662.0;2662.0;2662.0
Сочи;342;Женщины;Городская местность;7213.0;7969.0;7969.0;7969.0;7969.0;7969.0;7969.0
Астраханская область;120;Женщины;Городская местность;7490.0;7603.0;7119.0;6480.0;7165.0;7124.0;6508.0
Волгоградская область;180;Женщины;Городская местность;22288.0;23458.0;21585.0;18187.0;18113.0;18077.0;17842.0
Ростовская область;600;Женщины;Городская местность;32892.0;33347.0;31366.0;28091.0;27893.0;28172.0;27771.0
Город федерального значения Севастополь;670;Женщины;Городская местность;4799.0;5650.0;5614.0;6309.0;7071.0;7675.0;7971.0
Северо-Кавказский федеральный округ;38;Женщины;Городская местность;52731.0;54677.0;52477.0;44676.0;45114.0;44873.0;44750.0
Республика Дагестан;820;Женщины;Городская местность;11977.0;11614.0;11583.0;9457.0;9689.0;10097.0;10817.0
Республика Ингушетия;260;Женщины;Городская местность;1846.0;2130.0;1846.0;1953.0;2136.0;2254.0;1986.0
Кабардино-Балкарская Республика;830;Женщины;Городская местность;4633.0;4903.0;4198.0;3183.0;3255.0;3539.0;3049.0
Карачаево-Черкесская Республика;910;Женщины;Городская местность;2495.0;2616.0;2826.0;2679.0;2910.0;2779.0;2764.0
Республика Северная Осетия-Алания;900;Женщины;Городская местность;5128.0;5361.0;4624.0;3626.0;3363.0;3717.0;3254.0
Чеченская Республика;960;Женщины;Городская местность;4372.0;4658.0;4118.0;3446.0;3917.0;3983.0;4001.0
Ставропольский край;700;Женщины;Городская местность;22280.0;23395.0;23282.0;20332.0;19844.0;18504.0;18879.0
Приволжский федеральный округ;33;Женщины;Городская местность;265925.0;274533.0;249858.0;216134.0;222780.0;212885.0;206554.0
Республика Башкортостан;800;Женщины;Городская местность;38324.0;39985.0;37224.0;32388.0;34228.0;33226.0;33906.0
Республика Марий Эл;880;Женщины;Городская местность;7430.0;6996.0;7224.0;6392.0;6272.0;6533.0;6129.0
Республика Мордовия;890;Женщины;Городская местность;6726.0;6974.0;6511.0;5557.0;5750.0;5733.0;5365.0
Республика Татарстан (Татарстан);920;Женщины;Городская местность;30769.0;32163.0;29219.0;27681.0;29705.0;26065.0;26904.0
Удмуртская Республика;940;Женщины;Городская местность;13340.0;13576.0;11180.0;9849.0;10734.0;11142.0;10764.0
Чувашская Республика - Чувашия;970;Женщины;Городская местность;13384.0;13983.0;12298.0;10792.0;10216.0;9912.0;9695.0
Пермский край;570;Женщины;Городская местность;29283.0;30046.0;27220.0;23438.0;24004.0;22052.0;20607.0
Кировская область;330;Женщины;Городская местность;17960.0;18916.0;17777.0;15079.0;14987.0;15159.0;14856.0
Нижегородская область;220;Женщины;Городская местность;24906.0;25542.0;23477.0;20402.0;20490.0;19728.0;18365.0
Оренбургская область;530;Женщины;Городская местность;14755.0;14308.0;13571.0;11449.0;12214.0;11897.0;10983.0
Пензенская область;560;Женщины;Городская местность;10928.0;11022.0;9765.0;7556.0;7424.0;7198.0;7003.0
Самарская область;360;Женщины;Городская местность;25052.0;27120.0;23429.0;20360.0;21545.0;20053.0;19447.0
Саратовская область;630;Женщины;Городская местность;22561.0;22799.0;21233.0;17203.0;16921.0;16519.0;15573.0
Саратов;634;Женщины;Городская местность;8449.0;8449.0;8449.0;8449.0;8449.0;8449.0;8449.0
Балаково;634;Женщины;Городская местность;2009.0;2009.0;2009.0;2009.0;2009.0;2009.0;2009.0
Ульяновская область;730;Женщины;Городская местность;10507.0;11103.0;9730.0;7988.0;8290.0;7668.0;6957.0
Уральский федеральный округ;34;Женщины;Городская местность;156019.0;158208.0;144477.0;125881.0;128754.0;119356.0;113676.0
Курганская область;370;Женщины;Городская местность;9017.0;9485.0;8583.0;7793.0;7895.0;7081.0;6832.0
Свердловская область;650;Женщины;Городская местность;48292.0;48901.0;44166.0;38484.0;37768.0;34422.0;31830.0
Тюменская область;710;Женщины;Городская местность;63520.0;63585.0;58091.0;50383.0;52405.0;49513.0;47427.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Женщины;Городская местность;34940.0;33500.0;30784.0;26568.0;26568.0;26568.0;26568.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Женщины;Городская местность;14985.0;15020.0;13387.0;11163.0;11293.0;10878.0;10045.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Женщины;Городская местность;13595.0;15065.0;13920.0;12652.0;12917.0;12627.0;12183.0
Челябинская область;750;Женщины;Городская местность;35190.0;36237.0;33637.0;29221.0;30686.0;28340.0;27587.0
Сибирский федеральный округ;35;Женщины;Городская местность;214375.0;214375.0;214375.0;214375.0;214375.0;214375.0;214375.0
Сибирский федеральный округ (с 03.11.2018);41;Женщины;Городская местность;197432.0;197432.0;175250.0;154151.0;159949.0;152891.0;143507.0
Республика Алтай;840;Женщины;Городская местность;2295.0;2007.0;2034.0;1852.0;1897.0;1780.0;1702.0
Республика Тыва;930;Женщины;Городская местность;4449.0;4507.0;3861.0;3744.0;4041.0;4386.0;3841.0
Республика Хакасия;950;Женщины;Городская местность;8040.0;8277.0;7187.0;6962.0;7406.0;6921.0;6700.0
Алтайский край;100;Женщины;Городская местность;17657.0;18354.0;17247.0;13705.0;15690.0;14041.0;13616.0
Чита;764;Женщины;Городская местность;4756.0;5130.0;5130.0;5130.0;5130.0;5130.0;5130.0
Красноярский край;400;Женщины;Городская местность;41596.0;43350.0;39632.0;37207.0;39371.0;38525.0;37761.0
Иркутская область;250;Женщины;Городская местность;27492.0;28129.0;23692.0;19787.0;19260.0;19330.0;17838.0
Кемеровская область - Кузбасс;320;Женщины;Городская местность;32375.0;34212.0;29830.0;25380.0;26221.0;24401.0;22437.0
Новосибирская область;500;Женщины;Городская местность;23552.0;25388.0;22049.0;20700.0;21702.0;21308.0;19882.0
Омская область;520;Женщины;Городская местность;17800.0;18838.0;16789.0;13924.0;14303.0;13074.0;11688.0
Томская область;690;Женщины;Городская местность;14330.0;14370.0;12929.0;10890.0;10058.0;9125.0;8042.0
Томск;694;Женщины;Городская местность;10780.0;10824.0;10824.0;10824.0;10824.0;10824.0;10824.0
Дальневосточный федеральный округ;36;Женщины;Городская местность;90845.0;90845.0;90845.0;90845.0;90845.0;90845.0;90845.0
Дальневосточный федеральный округ (с 03.11.2018);42;Женщины;Городская местность;117436.0;117436.0;108678.0;97213.0;99687.0;96737.0;89199.0
Республика Бурятия;810;Женщины;Городская местность;12496.0;13387.0;12292.0;11517.0;12208.0;11578.0;11034.0
Забайкальский край;760;Женщины;Городская местность;12293.0;12648.0;11546.0;9845.0;9761.0;9754.0;8730.0
Республика Саха (Якутия);980;Женщины;Городская местность;15090.0;14770.0;13825.0;12737.0;14085.0;13717.0;12766.0
Камчатский край;300;Женщины;Городская местность;4413.0;4733.0;4268.0;3937.0;3996.0;3611.0;3416.0
Приморский край;500;Женщины;Городская местность;25949.0;26975.0;25533.0;22694.0;22947.0;21776.0;20017.0
Хабаровский край;800;Женщины;Городская местность;19153.0;18762.0;17487.0;15301.0;16458.0;15830.0;14999.0
Амурская область;100;Женщины;Городская местность;10001.0;9849.0;8809.0;8238.0;7695.0;8299.0;6895.0
Магаданская область;440;Женщины;Городская местность;4036.0;4184.0;3788.0;3182.0;3230.0;3096.0;2816.0
Сахалинская область;640;Женщины;Городская местность;8030.0;8222.0;7183.0;6225.0;5842.0;5561.0;5396.0
Еврейская автономная область;990;Женщины;Городская местность;2300.0;1935.0;1900.0;1583.0;1771.0;1695.0;1430.0
Чукотский автономный округ;770;Женщины;Городская местность;1873.0;1971.0;2047.0;1954.0;1694.0;1820.0;1700.0
Энгельс;634;Женщины;Городская местность;2195.0;2195.0;2195.0;2195.0;2195.0;2195.0;2195.0
Северск;695;Женщины;Городская местность;1327.0;1388.0;1388.0;1388.0;1388.0;1388.0;1388.0
Центральный федеральный округ;30;Женщины;Сельская местность;671308.0;720470.0;670334.0;581934.0;565687.0;556288.0;575711.0
Белгородская область;140;Женщины;Сельская местность;31299.0;35461.0;32162.0;26446.0;25332.0;25176.0;29597.0
Брянская область;150;Женщины;Сельская местность;28336.0;29357.0;25112.0;21335.0;21670.0;20912.0;19296.0
Владимирская область;170;Женщины;Сельская местность;26393.0;27452.0;24250.0;18470.0;19914.0;19783.0;18151.0
Воронежская область;200;Женщины;Сельская местность;48211.0;48810.0;45408.0;37265.0;36598.0;34988.0;30870.0
Ивановская область;240;Женщины;Сельская местность;20959.0;21097.0;19595.0;16835.0;16298.0;15478.0;14154.0
Калужская область;290;Женщины;Сельская местность;20236.0;20544.0;16694.0;15019.0;20040.0;20827.0;18986.0
Костромская область;340;Женщины;Сельская местность;18949.0;19515.0;17961.0;15104.0;13799.0;11946.0;11370.0
Курская область;380;Женщины;Сельская местность;25469.0;28763.0;25992.0;20563.0;20366.0;19485.0;18103.0
Липецкая область;420;Женщины;Сельская местность;27140.0;28699.0;26679.0;21383.0;21912.0;19959.0;16686.0
Московская область;460;Женщины;Сельская местность;147508.0;160912.0;154107.0;146801.0;137245.0;134383.0;141741.0
Орловская область;540;Женщины;Сельская местность;15656.0;16532.0;14429.0;10849.0;10146.0;10090.0;9578.0
Рязанская область;610;Женщины;Сельская местность;26505.0;28040.0;23962.0;20609.0;20565.0;20690.0;19607.0
Смоленская область;660;Женщины;Сельская местность;21424.0;21654.0;20335.0;16739.0;17409.0;17524.0;16094.0
Тамбовская область;680;Женщины;Сельская местность;24748.0;25639.0;23580.0;18066.0;17001.0;15656.0;13969.0
Тверская область;280;Женщины;Сельская местность;28689.0;29243.0;27620.0;23687.0;23949.0;22648.0;20816.0
Тульская область;700;Женщины;Сельская местность;30780.0;30539.0;26637.0;22614.0;23249.0;22951.0;20323.0
Ярославская область;780;Женщины;Сельская местность;25501.0;25752.0;23663.0;20551.0;19683.0;19381.0;18041.0
Город Москва столица Российской Федерации город федерального значения;450;Женщины;Сельская местность;103505.0;122461.0;122148.0;109598.0;100511.0;104411.0;138329.0
Северо-Западный федеральный округ;31;Женщины;Сельская местность;332056.0;342507.0;317122.0;278639.0;286460.0;269605.0;258547.0
Республика Карелия;860;Женщины;Сельская местность;15997.0;16400.0;14376.0;11484.0;12875.0;11080.0;9977.0
Республика Коми;870;Женщины;Сельская местность;27574.0;27045.0;22820.0;20135.0;20445.0;18971.0;17766.0
Архангельская область;110;Женщины;Сельская местность;33804.0;35131.0;31107.0;25153.0;26875.0;25792.0;25937.0
Ненецкий автономный округ (Архангельская область);111;Женщины;Сельская местность;1609.0;1787.0;1576.0;1287.0;1317.0;1317.0;1245.0
Архангельская область (кроме Ненецкого автономного округа);110;Женщины;Сельская местность;32195.0;33344.0;29531.0;23866.0;25558.0;24475.0;24692.0
Вологодская область;190;Женщины;Сельская местность;27900.0;26671.0;22392.0;18246.0;18449.0;16059.0;14962.0
Калининградская область;270;Женщины;Сельская местность;20514.0;22354.0;23406.0;21137.0;23071.0;22082.0;21447.0
Ленинградская область;410;Женщины;Сельская местность;50804.0;53545.0;51426.0;44985.0;47175.0;46827.0;45736.0
Мурманская область;470;Женщины;Сельская местность;22058.0;21990.0;20810.0;17186.0;16485.0;15726.0;14732.0
Новгородская область;490;Женщины;Сельская местность;17598.0;17229.0;16328.0;15792.0;15618.0;13767.0;12275.0
Псковская область;580;Женщины;Сельская местность;18530.0;18985.0;18787.0;16744.0;16281.0;14542.0;14223.0
Южный федеральный округ (с 29.07.2016);40;Женщины;Сельская местность;296995.0;304497.0;288982.0;260548.0;272013.0;265960.0;263276.0
Республика Адыгея (Адыгея);790;Женщины;Сельская местность;11482.0;10959.0;10601.0;9926.0;11035.0;10664.0;11183.0
Республика Калмыкия;850;Женщины;Сельская местность;12696.0;12869.0;11819.0;9490.0;10111.0;10360.0;9413.0
Республика Крым;350;Женщины;Сельская местность;24426.0;25790.0;26944.0;30384.0;29487.0;30316.0;27675.0
Краснодарский край;300;Женщины;Сельская местность;107686.0;107893.0;101944.0;88981.0;95452.0;89828.0;91271.0
Астраханская область;120;Женщины;Сельская местность;16896.0;16751.0;16023.0;13940.0;15501.0;15036.0;14102.0
Волгоградская область;180;Женщины;Сельская местность;44286.0;47340.0;43095.0;35719.0;37209.0;35277.0;34072.0
Ростовская область;600;Женщины;Сельская местность;74298.0;76867.0;72640.0;65471.0;65777.0;66450.0;67375.0
Город федерального значения Севастополь;670;Женщины;Сельская местность;5225.0;6028.0;5916.0;6637.0;7441.0;8029.0;8185.0
Северо-Кавказский федеральный округ;38;Женщины;Сельская местность;155375.0;164275.0;156189.0;127416.0;130246.0;128935.0;133238.0
Республика Дагестан;820;Женщины;Сельская местность;46445.0;46950.0;43305.0;34897.0;35781.0;36537.0;39477.0
Республика Ингушетия;260;Женщины;Сельская местность;4266.0;5338.0;4560.0;4021.0;4028.0;4652.0;4678.0
Кабардино-Балкарская Республика;830;Женщины;Сельская местность;9893.0;10687.0;9196.0;7107.0;7137.0;7971.0;6981.0
Карачаево-Черкесская Республика;910;Женщины;Сельская местность;9185.0;9990.0;10080.0;9109.0;9754.0;9621.0;9792.0
Республика Северная Осетия-Алания;900;Женщины;Сельская местность;10554.0;11663.0;9204.0;7230.0;6575.0;6989.0;6948.0
Чеченская Республика;960;Женщины;Сельская местность;17504.0;17552.0;16622.0;12524.0;13745.0;14031.0;14061.0
Ставропольский край;700;Женщины;Сельская местность;57528.0;62095.0;63222.0;52528.0;53226.0;49134.0;51301.0
Приволжский федеральный округ;33;Женщины;Сельская местность;620321.0;638867.0;589664.0;505134.0;530572.0;493801.0;477076.0
Республика Башкортостан;800;Женщины;Сельская местность;114748.0;117871.0;111722.0;95034.0;104894.0;100284.0;102796.0
Республика Марий Эл;880;Женщины;Сельская местность;16632.0;16652.0;17462.0;15934.0;15430.0;15095.0;14133.0
Республика Мордовия;890;Женщины;Сельская местность;16902.0;17904.0;16453.0;13289.0;14004.0;13387.0;12309.0
Республика Татарстан (Татарстан);920;Женщины;Сельская местность;61807.0;63179.0;57369.0;53029.0;57197.0;50531.0;51220.0
Удмуртская Республика;940;Женщины;Сельская местность;39260.0;39560.0;32480.0;28201.0;31094.0;30464.0;28694.0
Чувашская Республика - Чувашия;970;Женщины;Сельская местность;38162.0;41469.0;34344.0;28962.0;29346.0;26250.0;24397.0
Пермский край;570;Женщины;Сельская местность;64251.0;65866.0;58358.0;50612.0;53954.0;48042.0;46423.0
Кировская область;330;Женщины;Сельская местность;38174.0;39700.0;36263.0;31455.0;31467.0;30603.0;29510.0
Нижегородская область;220;Женщины;Сельская местность;46846.0;48924.0;47127.0;42188.0;41474.0;37952.0;34279.0
Оренбургская область;530;Женщины;Сельская местность;45747.0;45182.0;45735.0;38171.0;40118.0;36293.0;33513.0
Пензенская область;560;Женщины;Сельская местность;25668.0;25822.0;24543.0;17848.0;17596.0;17080.0;16557.0
Самарская область;360;Женщины;Сельская местность;44022.0;47206.0;44055.0;37508.0;40757.0;36811.0;35901.0
Саратовская область;630;Женщины;Сельская местность;46361.0;46425.0;44021.0;36331.0;35823.0;35347.0;33099.0
Ульяновская область;730;Женщины;Сельская местность;21741.0;23107.0;19732.0;16572.0;17418.0;15662.0;14245.0
Уральский федеральный округ;34;Женщины;Сельская местность;258369.0;263524.0;239875.0;214453.0;220064.0;202490.0;191666.0
Курганская область;370;Женщины;Сельская местность;25559.0;28237.0;25005.0;23443.0;23869.0;21567.0;19942.0
Свердловская область;650;Женщины;Сельская местность;76276.0;77123.0;65648.0;59650.0;59656.0;53764.0;50048.0
Тюменская область;710;Женщины;Сельская местность;93570.0;94893.0;88219.0;76603.0;79415.0;74191.0;70511.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Женщины;Сельская местность;42342.0;41326.0;37478.0;32822.0;32822.0;32822.0;32822.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Женщины;Сельская местность;19545.0;19670.0;17809.0;14727.0;15477.0;14222.0;13215.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Женщины;Сельская местность;31683.0;33897.0;32932.0;29054.0;29317.0;28043.0;26875.0
Челябинская область;750;Женщины;Сельская местность;62964.0;63271.0;61003.0;54757.0;57124.0;52968.0;51165.0
Сибирский федеральный округ;35;Женщины;Сельская местность;446151.0;446151.0;446151.0;446151.0;446151.0;446151.0;446151.0
Сибирский федеральный округ (с 03.11.2018);41;Женщины;Сельская местность;401766.0;401766.0;359998.0;317969.0;340343.0;321865.0;306493.0
Республика Алтай;840;Женщины;Сельская местность;12397.0;12521.0;11982.0;10660.0;11149.0;11120.0;10342.0
Республика Тыва;930;Женщины;Сельская местность;10855.0;10931.0;9127.0;7708.0;9845.0;11300.0;9817.0
Республика Хакасия;950;Женщины;Сельская местность;17532.0;17421.0;14973.0;14660.0;16050.0;14975.0;14612.0
Алтайский край;100;Женщины;Сельская местность;56353.0;61084.0;58755.0;49029.0;53252.0;48169.0;46054.0
Красноярский край;400;Женщины;Сельская местность;79436.0;82346.0;74498.0;70295.0;78317.0;75867.0;74213.0
Иркутская область;250;Женщины;Сельская местность;46972.0;48627.0;40306.0;35517.0;34940.0;35080.0;33854.0
Кемеровская область - Кузбасс;320;Женщины;Сельская местность;49539.0;50856.0;43664.0;37558.0;38913.0;35895.0;33827.0
Новосибирская область;500;Женщины;Сельская местность;41056.0;45500.0;42755.0;40010.0;43026.0;40412.0;38724.0
Омская область;520;Женщины;Сельская местность;42322.0;43926.0;39679.0;32592.0;35317.0;32170.0;30242.0
Томская область;690;Женщины;Сельская местность;28062.0;28554.0;24259.0;19940.0;19534.0;16877.0;14808.0
Дальневосточный федеральный округ;36;Женщины;Сельская местность;166503.0;166503.0;166503.0;166503.0;166503.0;166503.0;166503.0
Дальневосточный федеральный округ (с 03.11.2018);42;Женщины;Сельская местность;231402.0;231402.0;216558.0;190005.0;205827.0;197383.0;184261.0
Республика Бурятия;810;Женщины;Сельская местность;35538.0;36589.0;35672.0;32121.0;34812.0;32634.0;31786.0
Забайкальский край;760;Женщины;Сельская местность;26089.0;26536.0;25272.0;21185.0;22511.0;21392.0;19448.0
Республика Саха (Якутия);980;Женщины;Сельская местность;32408.0;32082.0;29079.0;25067.0;32517.0;29991.0;29868.0
Камчатский край;300;Женщины;Сельская местность;7235.0;7793.0;7298.0;6751.0;6972.0;6531.0;6130.0
Приморский край;500;Женщины;Сельская местность;48363.0;50161.0;47765.0;41394.0;43763.0;41730.0;38475.0
Хабаровский край;800;Женщины;Сельская местность;32145.0;31984.0;29889.0;25663.0;28430.0;27110.0;25699.0
Амурская область;100;Женщины;Сельская местность;21349.0;21795.0;19587.0;18528.0;17605.0;19059.0;14921.0
Магаданская область;440;Женщины;Сельская местность;4666.0;4810.0;4374.0;3596.0;3616.0;3600.0;3156.0
Сахалинская область;640;Женщины;Сельская местность;13308.0;13130.0;11223.0;10127.0;9540.0;9133.0;9072.0
Еврейская автономная область;990;Женщины;Сельская местность;4326.0;3663.0;3458.0;2871.0;3453.0;3467.0;3086.0
Чукотский автономный округ;770;Женщины;Сельская местность;2703.0;2859.0;2941.0;2702.0;2608.0;2736.0;2620.0
Вологда;194;Женщины;Сельская местность;4160.0;3742.0;3742.0;3742.0;3742.0;3742.0;3742.0
Череповец;194;Женщины;Сельская местность;3345.0;3362.0;3362.0;3362.0;3362.0;3362.0;3362.0
Город Санкт-Петербург город федерального значения;400;Женщины;Сельская местность;97277.0;103157.0;95670.0;87777.0;89186.0;84759.0;81492.0
Краснодар;340;Женщины;Сельская местность;13115.0;13678.0;13678.0;13678.0;13678.0;13678.0;13678.0
Армавир;340;Женщины;Сельская местность;1877.0;1804.0;1804.0;1804.0;1804.0;1804.0;1804.0
Новороссийск;342;Женщины;Сельская местность;2628.0;2662.0;2662.0;2662.0;2662.0;2662.0;2662.0
Сочи;342;Женщины;Сельская местность;7213.0;7969.0;7969.0;7969.0;7969.0;7969.0;7969.0
Саратов;634;Женщины;Сельская местность;8449.0;8449.0;8449.0;8449.0;8449.0;8449.0;8449.0
Балаково;634;Женщины;Сельская местность;2009.0;2009.0;2009.0;2009.0;2009.0;2009.0;2009.0
Чита;764;Женщины;Сельская местность;4756.0;5130.0;5130.0;5130.0;5130.0;5130.0;5130.0
Томск;694;Женщины;Сельская местность;10780.0;10824.0;10824.0;10824.0;10824.0;10824.0;10824.0
Энгельс;634;Женщины;Сельская местность;2195.0;2195.0;2195.0;2195.0;2195.0;2195.0;2195.0
Северск;695;Женщины;Сельская местность;1327.0;1388.0;1388.0;1388.0;1388.0;1388.0;1388.0
Центральный федеральный округ;30;Мужчины;Городская местность;347087.0;375381.0;358490.0;314981.0;302551.0;304970.0;323816.0
Белгородская область;140;Мужчины;Городская местность;12689.0;13390.0;12533.0;9976.0;9547.0;9612.0;10779.0
Брянская область;150;Мужчины;Городская местность;11694.0;11947.0;10807.0;8945.0;8529.0;8441.0;7845.0
Владимирская область;170;Мужчины;Городская местность;12208.0;12613.0;11328.0;9045.0;9330.0;9259.0;8686.0
Воронежская область;200;Мужчины;Городская местность;17687.0;18285.0;18390.0;15061.0;13782.0;13526.0;12313.0
Ивановская область;240;Мужчины;Городская местность;10978.0;11204.0;10636.0;8745.0;8755.0;8020.0;7453.0
Калужская область;290;Мужчины;Городская местность;9577.0;9975.0;8130.0;7031.0;9532.0;9676.0;9149.0
Костромская область;340;Мужчины;Городская местность;6549.0;6942.0;6198.0;5444.0;4918.0;4379.0;4068.0
Курская область;380;Мужчины;Городская местность;9352.0;10186.0;9427.0;7375.0;7837.0;7912.0;6909.0
Липецкая область;420;Мужчины;Городская местность;7660.0;8193.0;7690.0;6116.0;6365.0;6101.0;5323.0
Московская область;460;Мужчины;Городская местность;89589.0;96022.0;93333.0;91447.0;84740.0;82906.0;86397.0
Орловская область;540;Мужчины;Городская местность;5948.0;6283.0;5391.0;3978.0;3661.0;3588.0;3246.0
Рязанская область;610;Мужчины;Городская местность;9877.0;10136.0;10039.0;8752.0;8269.0;8317.0;7906.0
Смоленская область;660;Мужчины;Городская местность;9654.0;9804.0;8858.0;7344.0;7839.0;7785.0;7153.0
Тамбовская область;680;Мужчины;Городская местность;7760.0;8187.0;7449.0;5843.0;5591.0;5152.0;4610.0
Тверская область;280;Мужчины;Городская местность;12254.0;11994.0;11931.0;9762.0;10163.0;9822.0;9438.0
Тульская область;700;Мужчины;Городская местность;11717.0;12232.0;11363.0;9262.0;9309.0;9457.0;8209.0
Ярославская область;780;Мужчины;Городская местность;10923.0;11383.0;10820.0;9611.0;8998.0;8873.0;8890.0
Город Москва столица Российской Федерации город федерального значения;450;Мужчины;Городская местность;90971.0;106605.0;104167.0;91244.0;85386.0;92144.0;115442.0
Северо-Западный федеральный округ;31;Мужчины;Городская местность;195114.0;198774.0;187554.0;165122.0;168780.0;158772.0;150646.0
Республика Карелия;860;Мужчины;Городская местность;7532.0;7525.0;6752.0;5526.0;5942.0;5148.0;4731.0
Республика Коми;870;Мужчины;Городская местность;14709.0;14338.0;12655.0;10344.0;10549.0;9765.0;9090.0
